nu (cm^-1),absorbance
4.383613521000000219e+03,2.580195221221516788e-01
4.383614521000000423e+03,2.588824098431675713e-01
4.383615521000000626e+03,2.597517455514452567e-01
4.383616520999999921e+03,2.606275443715788120e-01
4.383617521000000124e+03,2.615097526016321727e-01
4.383618521000000328e+03,2.623982422515128143e-01
4.383619521000000532e+03,2.632929536537798043e-01
4.383620520999999826e+03,2.641932894955609790e-01
4.383621521000000030e+03,2.650990107688380171e-01
4.383622521000000233e+03,2.660096326278700296e-01
4.383623521000000437e+03,2.669245719977564879e-01
4.383624521000000641e+03,2.678431446038985753e-01
4.383625520999999935e+03,2.687645654649578053e-01
4.383626521000000139e+03,2.696879480157016173e-01
4.383627521000000343e+03,2.706122769801505568e-01
4.383628521000000546e+03,2.715365250064790681e-01
4.383629520999999841e+03,2.724606861995285123e-01
4.383630521000000044e+03,2.733811775387535170e-01
4.383631521000000248e+03,2.742976620131298837e-01
4.383632521000000452e+03,2.752087923812936987e-01
4.383633521000000655e+03,2.761165122925146598e-01
4.383634520999999950e+03,2.770123365740567722e-01
4.383635521000000153e+03,2.778980816863205194e-01
4.383636521000000357e+03,2.787720631381474523e-01
4.383637521000000561e+03,2.796325578164222669e-01
4.383638520999999855e+03,2.804778148894899736e-01
4.383639521000000059e+03,2.813060674955897844e-01
4.383640521000000263e+03,2.821155451556323634e-01
4.383641521000000466e+03,2.829044868611158003e-01
4.383642521000000670e+03,2.836709708072571723e-01
4.383643520999999964e+03,2.844136703583006187e-01
4.383644521000000168e+03,2.851307466535399349e-01
4.383645521000000372e+03,2.858206173897673286e-01
4.383646521000000575e+03,2.864817815788237021e-01
4.383647520999999870e+03,2.871128341413320961e-01
4.383648521000000073e+03,2.877124802185096475e-01
4.383649521000000277e+03,2.882795489307841130e-01
4.383650521000000481e+03,2.888130063916695134e-01
4.383651521000000685e+03,2.893119975866207394e-01
4.383652520999999979e+03,2.897757379563626889e-01
4.383653521000000183e+03,2.902037022567681701e-01
4.383654521000000386e+03,2.905955115256653731e-01
4.383655521000000590e+03,2.909509718426477876e-01
4.383656520999999884e+03,2.912700769990794192e-01
4.383657521000000088e+03,2.915530105277310824e-01
4.383658521000000292e+03,2.918001651870165136e-01
4.383659521000000495e+03,2.920120750150119182e-01
4.383660521000000699e+03,2.921895077614280467e-01
4.383661520999999993e+03,2.923333727923650427e-01
4.383662521000000197e+03,2.924448235540916818e-01
4.383663521000000401e+03,2.925251107235977144e-01
4.383664521000000605e+03,2.925756623828448810e-01
4.383665520999999899e+03,2.925980492160175639e-01
4.383666521000000103e+03,2.925939795819117450e-01
4.383667521000000306e+03,2.925652545750920819e-01
4.383668521000000510e+03,2.925138002891671252e-01
4.383669521000000714e+03,2.924416243317470299e-01
4.383670521000000008e+03,2.923513627033585971e-01
4.383671521000000212e+03,2.922440286404027754e-01
4.383672521000000415e+03,2.921223543097151154e-01
4.383673521000000619e+03,2.919885383049684591e-01
4.383674520999999913e+03,2.918447904025360251e-01
4.383675521000000117e+03,2.916933178437431384e-01
4.383676521000000321e+03,2.915361856563455922e-01
4.383677521000000525e+03,2.913758078767003656e-01
4.383678521000000728e+03,2.912141885414660791e-01
4.383679521000000022e+03,2.910534067724173668e-01
4.383680521000000226e+03,2.908954800780038097e-01
4.383681521000000430e+03,2.907423658538579314e-01
4.383682521000000634e+03,2.905959486846945161e-01
4.383683520999999928e+03,2.904580364654611446e-01
4.383684521000000132e+03,2.903303560406108597e-01
4.383685521000000335e+03,2.902145498675198221e-01
4.383686521000000539e+03,2.901121787179015699e-01
4.383687520999999833e+03,2.900246996403518240e-01
4.383688521000000037e+03,2.899534964957228289e-01
4.383689521000000241e+03,2.898998590675199716e-01
4.383690521000000444e+03,2.898649891194479133e-01
4.383691521000000648e+03,2.898500017533651163e-01
4.383692520999999942e+03,2.898559272789952845e-01
4.383693521000000146e+03,2.898837135657597597e-01
4.383694521000000350e+03,2.899342285254165041e-01
4.383695521000000554e+03,2.900082633562351409e-01
4.383696520999999848e+03,2.901065355492349895e-01
4.383697521000000052e+03,2.902297009945202233e-01
4.383698521000000255e+03,2.903784341404177516e-01
4.383699521000000459e+03,2.905530375936609677e-01
4.383700521000000663e+03,2.907540805313008625e-01
4.383701520999999957e+03,2.909819643501406206e-01
4.383702521000000161e+03,2.912370379197400383e-01
4.383703521000000364e+03,2.915196010692990281e-01
4.383704521000000568e+03,2.918299097341681692e-01
4.383705520999999862e+03,2.921681722403470238e-01
4.383706521000000066e+03,2.925345631476922725e-01
4.383707521000000270e+03,2.929292191038664339e-01
4.383708521000000474e+03,2.933522439706550133e-01
4.383709521000000677e+03,2.938037111476529128e-01
4.383710520999999972e+03,2.942836666573251381e-01
4.383711521000000175e+03,2.947921316780675038e-01
4.383712521000000379e+03,2.953290495209781041e-01
4.383713521000000583e+03,2.958945115950401550e-01
4.383714520999999877e+03,2.964884221907836959e-01
4.383715521000000081e+03,2.971110072270395364e-01
4.383716521000000284e+03,2.977616132617056932e-01
4.383717521000000488e+03,2.984404628740121024e-01
4.383718521000000692e+03,2.991474672753895447e-01
4.383719520999999986e+03,2.998825300052525011e-01
4.383720521000000190e+03,3.006455486336838123e-01
4.383721521000000394e+03,3.014364163447190714e-01
4.383722521000000597e+03,3.022549996202580358e-01
4.383723520999999892e+03,3.031012319196805804e-01
4.383724521000000095e+03,3.039749803034166864e-01
4.383725521000000299e+03,3.048761336023944057e-01
4.383726521000000503e+03,3.058045818738080457e-01
4.383727521000000706e+03,3.067601510439698087e-01
4.383728521000000001e+03,3.077428272746727811e-01
4.383729521000000204e+03,3.087524872976512014e-01
4.383730521000000408e+03,3.097890300648781792e-01
4.383731521000000612e+03,3.108523563671312662e-01
4.383732520999999906e+03,3.119423680289039602e-01
4.383733521000000110e+03,3.130589667670262699e-01
4.383734521000000314e+03,3.142020526816760584e-01
4.383735521000000517e+03,3.153715223874100082e-01
4.383736521000000721e+03,3.165672667610076596e-01
4.383737521000000015e+03,3.177891683067373130e-01
4.383738521000000219e+03,3.190370981451691179e-01
4.383739521000000423e+03,3.203109126140293306e-01
4.383740521000000626e+03,3.216104497009525387e-01
4.383741520999999921e+03,3.229355241715134439e-01
4.383742521000000124e+03,3.242859242845847478e-01
4.383743521000000328e+03,3.256614062640508789e-01
4.383744521000000532e+03,3.270610018837260546e-01
4.383745520999999826e+03,3.284873551155860216e-01
4.383746521000000030e+03,3.299361901451942636e-01
4.383747521000000233e+03,3.314087098258275965e-01
4.383748521000000437e+03,3.329044320074204255e-01
4.383749521000000641e+03,3.344228099347242855e-01
4.383750520999999935e+03,3.359632265155692021e-01
4.383751521000000139e+03,3.375249886803975974e-01
4.383752521000000343e+03,3.391073218835546355e-01
4.383753521000000546e+03,3.407093648510643447e-01
4.383754520999999841e+03,3.423301646341898041e-01
4.383755521000000044e+03,3.439686720726912728e-01
4.383756521000000248e+03,3.456237377355312890e-01
4.383757521000000452e+03,3.472941084256697120e-01
4.383758521000000655e+03,3.489784245549706343e-01
4.383759520999999950e+03,3.506752179267110803e-01
4.383760521000000153e+03,3.523829107957506257e-01
4.383761521000000357e+03,3.540998157184382378e-01
4.383762521000000561e+03,3.558241365500001696e-01
4.383763520999999855e+03,3.575539706238374249e-01
4.383764521000000059e+03,3.592873122214071402e-01
4.383765521000000263e+03,3.610220570909855042e-01
4.383766521000000466e+03,3.627562134998394416e-01
4.383767521000000670e+03,3.644870939880986982e-01
4.383768520999999964e+03,3.662125471843450941e-01
4.383769521000000168e+03,3.679301529548642535e-01
4.383770521000000372e+03,3.696374749492934986e-01
4.383771521000000575e+03,3.713319328692772925e-01
4.383772520999999870e+03,3.730110303838530261e-01
4.383773521000000073e+03,3.746722284283699467e-01
4.383774521000000277e+03,3.763129996221254991e-01
4.383775521000000481e+03,3.779308458081123145e-01
4.383776521000000685e+03,3.795233181796291433e-01
4.383777520999999979e+03,3.810880991295800269e-01
4.383778521000000183e+03,3.826227696634811881e-01
4.383779521000000386e+03,3.841252152871122427e-01
4.383780521000000590e+03,3.855933852604315204e-01
4.383781520999999884e+03,3.870253780365116025e-01
4.383782521000000088e+03,3.884194592158821124e-01
4.383783521000000292e+03,3.897740812476873651e-01
4.383784521000000495e+03,3.910878939340431404e-01
4.383785521000000699e+03,3.923597678462215632e-01
4.383786520999999993e+03,3.935887948154859206e-01
4.383787521000000197e+03,3.947743060140782578e-01
4.383788521000000401e+03,3.959158783935568526e-01
4.383789521000000605e+03,3.970133287238629127e-01
4.383790520999999899e+03,3.980667330906552670e-01
4.383791521000000103e+03,3.990764143379024187e-01
4.383792521000000306e+03,4.000429415548135692e-01
4.383793521000000510e+03,4.009671240122855140e-01
4.383794521000000714e+03,4.018500025825098576e-01
4.383795521000000008e+03,4.026928388099030309e-01
4.383796521000000212e+03,4.034971018314612579e-01
4.383797521000000415e+03,4.042644534283257318e-01
4.383798521000000619e+03,4.049967313524542312e-01
4.383799520999999913e+03,4.056959313844206161e-01
4.383800521000000117e+03,4.063641882925199678e-01
4.383801521000000321e+03,4.070037560401083554e-01
4.383802521000000525e+03,4.076169875450350033e-01
4.383803521000000728e+03,4.082063138189490070e-01
4.383804521000000022e+03,4.087742254730148406e-01
4.383805521000000226e+03,4.093232501107080257e-01
4.383806521000000430e+03,4.098559381812139080e-01
4.383807521000000634e+03,4.103748148011208685e-01
4.383808520999999928e+03,4.108824441684167383e-01
4.383809521000000132e+03,4.113813083609820231e-01
4.383810521000000335e+03,4.118738554549329911e-01
4.383811521000000539e+03,4.123624625440750480e-01
4.383812520999999833e+03,4.128494555507426500e-01
4.383813521000000037e+03,4.133370511656710988e-01
4.383814521000000241e+03,4.138275417387789479e-01
4.383815521000000444e+03,4.143226081730033150e-01
4.383816521000000648e+03,4.148243385020249918e-01
4.383817520999999942e+03,4.153345538505743839e-01
4.383818521000000146e+03,4.158548746872753887e-01
4.383819521000000350e+03,4.163868775388555044e-01
4.383820521000000554e+03,4.169319855666954178e-01
4.383821520999999848e+03,4.174914947952963473e-01
4.383822521000000052e+03,4.180665742964315146e-01
4.383823521000000255e+03,4.186582673257182030e-01
4.383824521000000459e+03,4.192674933531539971e-01
4.383825521000000663e+03,4.198950509122061359e-01
4.383826520999999957e+03,4.205416212030685941e-01
4.383827521000000161e+03,4.212077723870759072e-01
4.383828521000000364e+03,4.218939629814194570e-01
4.383829521000000568e+03,4.226005533471866582e-01
4.383830520999999862e+03,4.233278027152584388e-01
4.383831521000000066e+03,4.240758814607249461e-01
4.383832521000000270e+03,4.248448763797224581e-01
4.383833521000000474e+03,4.256347977031415541e-01
4.383834521000000677e+03,4.264455863075901076e-01
4.383835520999999972e+03,4.272771157038764978e-01
4.383836521000000175e+03,4.281292206171816161e-01
4.383837521000000379e+03,4.290016730405631917e-01
4.383838521000000583e+03,4.298942091061533910e-01
4.383839520999999877e+03,4.308065325839786630e-01
4.383840521000000081e+03,4.317383203671423808e-01
4.383841521000000284e+03,4.326892289639894806e-01
4.383842521000000488e+03,4.336589002106858159e-01
4.383843521000000692e+03,4.346469663971492259e-01
4.383844520999999986e+03,4.356530546876093979e-01
4.383845521000000190e+03,4.366767910589881563e-01
4.383846521000000394e+03,4.377178029788468816e-01
4.383847521000000597e+03,4.387757127923174738e-01
4.383848520999999892e+03,4.398501745274823738e-01
4.383849521000000095e+03,4.409408214462600673e-01
4.383850521000000299e+03,4.420473005602611472e-01
4.383851521000000503e+03,4.431692817792937111e-01
4.383852521000000706e+03,4.443063776101845441e-01
4.383853521000000001e+03,4.454582614446032651e-01
4.383854521000000204e+03,4.466245792655489377e-01
4.383855521000000408e+03,4.478056461670925081e-01
4.383856521000000612e+03,4.489997083234179565e-01
4.383857520999999906e+03,4.502070843067723094e-01
4.383858521000000110e+03,4.514273629387299258e-01
4.383859521000000314e+03,4.526601065876675878e-01
4.383860521000000517e+03,4.539048465823256051e-01
4.383861521000000721e+03,4.551610789233694887e-01
4.383862521000000015e+03,4.564279556820289296e-01
4.383863521000000219e+03,4.577054830590380208e-01
4.383864521000000423e+03,4.589927509562939378e-01
4.383865521000000626e+03,4.602890735493758712e-01
4.383866520999999921e+03,4.615936007480891945e-01
4.383867521000000124e+03,4.629058149941991385e-01
4.383868521000000328e+03,4.642247769719006767e-01
4.383869521000000532e+03,4.655496284280269403e-01
4.383870520999999826e+03,4.668794728542923211e-01
4.383871521000000030e+03,4.682133807235521750e-01
4.383872521000000233e+03,4.695503959030056795e-01
4.383873521000000437e+03,4.708895432097993106e-01
4.383874521000000641e+03,4.722298371113388682e-01
4.383875520999999935e+03,4.735702908202491512e-01
4.383876521000000139e+03,4.749099272571026265e-01
4.383877521000000343e+03,4.762477895892196500e-01
4.383878521000000546e+03,4.775829565799633025e-01
4.383879520999999841e+03,4.789145415462943145e-01
4.383880521000000044e+03,4.802417150294394643e-01
4.383881521000000248e+03,4.815637204201289601e-01
4.383882521000000452e+03,4.828798751694844960e-01
4.383883521000000655e+03,4.841931091247634877e-01
4.383884520999999950e+03,4.854958940883956631e-01
4.383885521000000153e+03,4.867913335122178164e-01
4.383886521000000357e+03,4.880791649188833126e-01
4.383887521000000561e+03,4.893592322322680710e-01
4.383888520999999855e+03,4.906315041467105842e-01
4.383889521000000059e+03,4.918960770668958093e-01
4.383890521000000263e+03,4.931531774097430154e-01
4.383891521000000466e+03,4.944031603438077127e-01
4.383892521000000670e+03,4.956465088371000971e-01
4.383893520999999964e+03,4.968838301775970745e-01
4.383894521000000168e+03,4.981158511970811831e-01
4.383895521000000372e+03,4.993434120997031211e-01
4.383896521000000575e+03,5.005674763508924929e-01
4.383897520999999870e+03,5.017890520505831065e-01
4.383898521000000073e+03,5.030092888668631357e-01
4.383899521000000277e+03,5.042293964776023429e-01
4.383900521000000481e+03,5.054506524838694448e-01
4.383901521000000685e+03,5.066743867458283201e-01
4.383902520999999979e+03,5.079019782234532876e-01
4.383903521000000183e+03,5.091348379324630580e-01
4.383904521000000386e+03,5.103743994153263630e-01
4.383905521000000590e+03,5.116221080377871822e-01
4.383906520999999884e+03,5.128794107535953328e-01
4.383907521000000088e+03,5.141477464686607934e-01
4.383908521000000292e+03,5.154285370833525670e-01
4.383909521000000495e+03,5.167231793118757244e-01
4.383910521000000699e+03,5.180330373167979507e-01
4.383911520999999993e+03,5.193594361994453568e-01
4.383912521000000197e+03,5.207036563685353281e-01
4.383913521000000401e+03,5.220669287678986192e-01
4.383914521000000605e+03,5.234504313665800934e-01
4.383915520999999899e+03,5.248552845016322133e-01
4.383916521000000103e+03,5.262825509172281979e-01
4.383917521000000306e+03,5.277332323148392623e-01
4.383918521000000510e+03,5.292082701707733206e-01
4.383919521000000714e+03,5.307085065075870522e-01
4.383920521000000008e+03,5.322348324112995410e-01
4.383921521000000212e+03,5.337879716642814909e-01
4.383922521000000415e+03,5.353686108086135320e-01
4.383923521000000619e+03,5.369773998095915823e-01
4.383924520999999913e+03,5.386149235651979117e-01
4.383925521000000117e+03,5.402816481351134792e-01
4.383926521000000321e+03,5.419781801510570318e-01
4.383927521000000525e+03,5.437048892762480490e-01
4.383928521000000728e+03,5.454621599580883329e-01
4.383929521000000022e+03,5.472503328093910602e-01
4.383930521000000226e+03,5.490697072900451170e-01
4.383931521000000430e+03,5.509205444093107085e-01
4.383932521000000634e+03,5.528030693688480435e-01
4.383933520999999928e+03,5.547174741745447557e-01
4.383934521000000132e+03,5.566639235979183864e-01
4.383935521000000335e+03,5.586425438276855227e-01
4.383936521000000539e+03,5.606534460847046875e-01
4.383937520999999833e+03,5.626967146411282483e-01
4.383938521000000037e+03,5.647724127625435298e-01
4.383939521000000241e+03,5.668805849159173071e-01
4.383940521000000444e+03,5.690212589204480809e-01
4.383941521000000648e+03,5.711944480147506109e-01
4.383942520999999942e+03,5.734001528945140702e-01
4.383943521000000146e+03,5.756383636503947798e-01
4.383944521000000350e+03,5.779090611607508032e-01
4.383945521000000554e+03,5.802122197953923921e-01
4.383946520999999848e+03,5.825478084595886452e-01
4.383947521000000052e+03,5.849157924479352344e-01
4.383948521000000255e+03,5.873161350325465380e-01
4.383949521000000459e+03,5.897487990095535704e-01
4.383950521000000663e+03,5.922137481715309404e-01
4.383951520999999957e+03,5.947109494725099088e-01
4.383952521000000161e+03,5.972403713197570463e-01
4.383953521000000364e+03,5.998019864806228840e-01
4.383954521000000568e+03,6.023957826294434881e-01
4.383955520999999862e+03,6.050217445082238799e-01
4.383956521000000066e+03,6.076798659503643840e-01
4.383957521000000270e+03,6.103701604636742051e-01
4.383958521000000474e+03,6.130926414289549209e-01
4.383959521000000677e+03,6.158473369009989096e-01
4.383960520999999972e+03,6.186342869515890630e-01
4.383961521000000175e+03,6.214533756628268790e-01
4.383962521000000379e+03,6.243049959392601433e-01
4.383963521000000583e+03,6.271890720450379320e-01
4.383964520999999877e+03,6.301056987758866246e-01
4.383965521000000081e+03,6.330549861633792963e-01
4.383966521000000284e+03,6.360370333549588695e-01
4.383967521000000488e+03,6.390520349490070862e-01
4.383968521000000692e+03,6.421001243444364182e-01
4.383969520999999986e+03,6.451814779380108389e-01
4.383970521000000190e+03,6.482962901566500236e-01
4.383971521000000394e+03,6.514447740920624730e-01
4.383972521000000597e+03,6.546271621501243976e-01
4.383973520999999892e+03,6.578437068844661395e-01
4.383974521000000095e+03,6.610946817837112244e-01
4.383975521000000299e+03,6.643803821761004036e-01
4.383976521000000503e+03,6.677011262309874295e-01
4.383977521000000706e+03,6.710573845064532472e-01
4.383978521000000001e+03,6.744492603739149494e-01
4.383979521000000204e+03,6.778772826338845814e-01
4.383980521000000408e+03,6.813418723061726023e-01
4.383981521000000612e+03,6.848434792393027770e-01
4.383982520999999906e+03,6.883825835169123941e-01
4.383983521000000110e+03,6.919596968083285837e-01
4.383984521000000314e+03,6.955753636824333341e-01
4.383985521000000517e+03,6.992301629061999924e-01
4.383986521000000721e+03,7.029247083580466571e-01
4.383987521000000015e+03,7.066598294047453654e-01
4.383988521000000219e+03,7.104358289873878851e-01
4.383989521000000423e+03,7.142536361532860756e-01
4.383990521000000626e+03,7.181140736116925494e-01
4.383991520999999921e+03,7.220178270861424830e-01
4.383992521000000124e+03,7.259658000500683883e-01
4.383993521000000328e+03,7.299588750985424035e-01
4.383994521000000532e+03,7.339979736030269875e-01
4.383995520999999826e+03,7.380840549769417391e-01
4.383996521000000030e+03,7.422181156552628556e-01
4.383997521000000233e+03,7.464011877245861903e-01
4.383998521000000437e+03,7.506343372782028345e-01
4.383999521000000641e+03,7.549186624450077154e-01
4.384000520999999935e+03,7.592552911187790965e-01
4.384001521000000139e+03,7.636453784196427508e-01
4.384002521000000343e+03,7.680901038430759664e-01
4.384003521000000546e+03,7.725906681922740660e-01
4.384004520999999841e+03,7.771482902493194178e-01
4.384005521000000044e+03,7.817642032534668495e-01
4.384006521000000248e+03,7.864396511405816748e-01
4.384007521000000452e+03,7.911758846469411077e-01
4.384008521000000655e+03,7.959741572352196926e-01
4.384009520999999950e+03,8.008357208820977569e-01
4.384010521000000153e+03,8.057618217681425943e-01
4.384011521000000357e+03,8.107536958205296962e-01
4.384012521000000561e+03,8.158125642130206190e-01
4.384013520999999855e+03,8.209396243312362396e-01
4.384014521000000059e+03,8.261360627568982151e-01
4.384015521000000263e+03,8.314030243591795655e-01
4.384016521000000466e+03,8.367416248774528498e-01
4.384017521000000670e+03,8.421529419130162619e-01
4.384018520999999964e+03,8.476380101922028620e-01
4.384019521000000168e+03,8.531978168748109992e-01
4.384020521000000372e+03,8.588332968537352174e-01
4.384021521000000575e+03,8.645453281697532688e-01
4.384022520999999870e+03,8.703347274895667507e-01
4.384023521000000073e+03,8.762022457412220744e-01
4.384024521000000277e+03,8.821485605661437690e-01
4.384025521000000481e+03,8.881742850980852699e-01
4.384026521000000685e+03,8.942799456962674531e-01
4.384027520999999979e+03,9.004659903361361684e-01
4.384028521000000183e+03,9.067327785608901847e-01
4.384029521000000386e+03,9.130806082693173620e-01
4.384030521000000590e+03,9.195096371668678437e-01
4.384031520999999884e+03,9.260199751380150390e-01
4.384032521000000088e+03,9.326116275006672840e-01
4.384033521000000292e+03,9.392844942509517292e-01
4.384034521000000495e+03,9.460384239445335242e-01
4.384035521000000699e+03,9.528735349981103386e-01
4.384036520999999993e+03,9.597884826271573244e-01
4.384037521000000197e+03,9.667833934254702610e-01
4.384038521000000401e+03,9.738577455990016229e-01
4.384039521000000605e+03,9.810109425089714730e-01
4.384040520999999899e+03,9.882423189828251076e-01
4.384041521000000103e+03,9.955511498735680753e-01
4.384042521000000306e+03,1.002936653486659280e+00
4.384043521000000510e+03,1.010398078210229533e+00
4.384044521000000714e+03,1.017934432408322820e+00
4.384045521000000008e+03,1.025544879647160679e+00
4.384046521000000212e+03,1.033228567702357825e+00
4.384047521000000415e+03,1.040984587024419872e+00
4.384048521000000619e+03,1.048812057038372769e+00
4.384049520999999913e+03,1.056710118356371852e+00
4.384050521000000117e+03,1.064677950476592638e+00
4.384051521000000321e+03,1.072714772509896219e+00
4.384052521000000525e+03,1.080819859115428994e+00
4.384053520999999819e+03,1.088992605690417559e+00
4.384054521000000022e+03,1.097232292171049339e+00
4.384055521000000226e+03,1.105538464164680601e+00
4.384056521000000430e+03,1.113910676794435339e+00
4.384057521000000634e+03,1.122348564260859050e+00
4.384058520999999928e+03,1.130851833238061932e+00
4.384059521000000132e+03,1.139420260656033967e+00
4.384060521000000335e+03,1.148053685081412922e+00
4.384061521000000539e+03,1.156751995855295201e+00
4.384062520999999833e+03,1.165515115148315406e+00
4.384063521000000037e+03,1.174342990056365554e+00
4.384064521000000241e+03,1.183235571169759970e+00
4.384065521000000444e+03,1.192192784098640157e+00
4.384066521000000648e+03,1.201214504190565524e+00
4.384067520999999942e+03,1.210300536549520967e+00
4.384068521000000146e+03,1.219450582641389724e+00
4.384069521000000350e+03,1.228664211514263638e+00
4.384070521000000554e+03,1.237940828745363264e+00
4.384071520999999848e+03,1.247279645266055281e+00
4.384072521000000052e+03,1.256679646382262039e+00
4.384073521000000255e+03,1.266139561028361893e+00
4.384074521000000459e+03,1.275657833439995059e+00
4.384075521000000663e+03,1.285232595795665178e+00
4.384076520999999957e+03,1.294861643931219497e+00
4.384077521000000161e+03,1.304542416189941934e+00
4.384078521000000364e+03,1.314271975955416227e+00
4.384079521000000568e+03,1.324046998214983617e+00
4.384080520999999862e+03,1.333863762817360632e+00
4.384081521000000066e+03,1.343718145635118821e+00
4.384082521000000270e+03,1.353605636997315953e+00
4.384083521000000474e+03,1.363521329207731947e+00
4.384084521000000677e+03,1.373459945281032324e+00
4.384085520999999972e+03,1.383415857131639504e+00
4.384086521000000175e+03,1.393383113679966590e+00
4.384087521000000379e+03,1.403355475366795391e+00
4.384088521000000583e+03,1.413326455021132633e+00
4.384089520999999877e+03,1.423289365238728621e+00
4.384090521000000081e+03,1.433237370600390470e+00
4.384091521000000284e+03,1.443163545930818303e+00
4.384092521000000488e+03,1.453060939039900523e+00
4.384093521000000692e+03,1.462922636875167992e+00
4.384094520999999986e+03,1.472741835243795983e+00
4.384095521000000190e+03,1.482511911213461042e+00
4.384096521000000394e+03,1.492226498289593861e+00
4.384097521000000597e+03,1.501879546611647021e+00
4.384098520999999892e+03,1.511465416197989908e+00
4.384099521000000095e+03,1.520978932647126802e+00
4.384100521000000299e+03,1.530415457985450312e+00
4.384101521000000503e+03,1.539770953668199382e+00
4.384102521000000706e+03,1.549042036699910696e+00
4.384103521000000001e+03,1.558226034904379498e+00
4.384104521000000204e+03,1.567321028984572706e+00
4.384105521000000408e+03,1.576325890557384701e+00
4.384106521000000612e+03,1.585240311390379242e+00
4.384107520999999906e+03,1.594064824152344517e+00
4.384108521000000110e+03,1.602800814294063070e+00
4.384109521000000314e+03,1.611450523520236544e+00
4.384110521000000517e+03,1.620017044256579553e+00
4.384111521000000721e+03,1.628504305904045601e+00
4.384112521000000015e+03,1.636917053073084105e+00
4.384113521000000219e+03,1.645260816421969530e+00
4.384114521000000423e+03,1.653541876958250612e+00
4.384115521000000626e+03,1.661767222999499971e+00
4.384116520999999921e+03,1.669944504042223610e+00
4.384117521000000124e+03,1.678081979215106934e+00
4.384118521000000328e+03,1.686188461697349483e+00
4.384119521000000532e+03,1.694273261449634749e+00
4.384120520999999826e+03,1.702346125707153490e+00
4.384121521000000030e+03,1.710417179229673179e+00
4.384122521000000233e+03,1.718496863854433565e+00
4.384123521000000437e+03,1.726595879051762372e+00
4.384124521000000641e+03,1.734725124715434941e+00
4.384125520999999935e+03,1.742895640728131967e+00
4.384126521000000139e+03,1.751118559269290387e+00
4.384127521000000343e+03,1.759405049462797965e+00
4.384128521000000546e+03,1.767766270485850777e+00
4.384129520999999841e+03,1.776213329819688047e+00
4.384130521000000044e+03,1.784757230589837818e+00
4.384131521000000248e+03,1.793408852716474433e+00
4.384132521000000452e+03,1.802178711670793465e+00
4.384133521000000655e+03,1.811077691011449220e+00
4.384134520999999950e+03,1.820115915884858548e+00
4.384135521000000153e+03,1.829303438113989655e+00
4.384136521000000357e+03,1.838650048976394391e+00
4.384137521000000561e+03,1.848165264866948654e+00
4.384138520999999855e+03,1.857858316386744146e+00
4.384139521000000059e+03,1.867738081363765401e+00
4.384140521000000263e+03,1.877813316131493160e+00
4.384141521000000466e+03,1.888092303714008269e+00
4.384142521000000670e+03,1.898583085993472919e+00
4.384143520999999964e+03,1.909293410394180990e+00
4.384144521000000168e+03,1.920230735890560370e+00
4.384145521000000372e+03,1.931402240960601979e+00
4.384146521000000575e+03,1.942814834690981929e+00
4.384147520999999870e+03,1.954475163160376283e+00
4.384148521000000073e+03,1.966389629787531401e+00
4.384149521000000277e+03,1.978564404119217190e+00
4.384150521000000481e+03,1.991005437966372860e+00
4.384151521000000685e+03,2.003718480947303426e+00
4.384152520999999979e+03,2.016709096566257298e+00
4.384153521000000183e+03,2.029982678684958408e+00
4.384154521000000386e+03,2.043544468208493559e+00
4.384155521000000590e+03,2.057399569664871475e+00
4.384156520999999884e+03,2.071552967904723541e+00
4.384157521000000088e+03,2.086009544514323188e+00
4.384158521000000292e+03,2.100774093851046409e+00
4.384159521000000495e+03,2.115851338764109801e+00
4.384160521000000699e+03,2.131245980475493518e+00
4.384161520999999993e+03,2.146963089690119286e+00
4.384162521000000197e+03,2.163006179265086537e+00
4.384163521000000401e+03,2.179380422956264329e+00
4.384164521000000605e+03,2.196090401043500062e+00
4.384165520999999899e+03,2.213140704027397820e+00
4.384166521000000103e+03,2.230535943558929812e+00
4.384167521000000306e+03,2.248280763521822490e+00
4.384168521000000510e+03,2.266379849264571256e+00
4.384169521000000714e+03,2.284837936594918517e+00
4.384170521000000008e+03,2.303659819868508762e+00
4.384171521000000212e+03,2.322850359385463026e+00
4.384172521000000415e+03,2.342414487842120696e+00
4.384173521000000619e+03,2.362357216186894870e+00
4.384174520999999913e+03,2.382683638614290444e+00
4.384175521000000117e+03,2.403398936920564388e+00
4.384176521000000321e+03,2.424508383936879508e+00
4.384177521000000525e+03,2.446017346429573802e+00
4.384178520999999819e+03,2.467930633160460019e+00
4.384179521000000022e+03,2.490254974030727819e+00
4.384180521000000226e+03,2.512995529288231999e+00
4.384181521000000430e+03,2.536158053898933673e+00
4.384182521000000634e+03,2.559748400515166278e+00
4.384183520999999928e+03,2.583772518202697377e+00
4.384184521000000132e+03,2.608236450658413474e+00
4.384185521000000335e+03,2.633146333611903422e+00
4.384186521000000539e+03,2.658508391873398491e+00
4.384187520999999833e+03,2.684328935707501529e+00
4.384188521000000037e+03,2.710614356839515793e+00
4.384189521000000241e+03,2.737371123760971692e+00
4.384190521000000444e+03,2.764605776852808283e+00
4.384191521000000648e+03,2.792324920353941753e+00
4.384192520999999942e+03,2.820535215656073458e+00
4.384193521000000146e+03,2.849243402849904960e+00
4.384194521000000350e+03,2.878456246894064208e+00
