nu (cm^-1),absorbance
4.384195521000000554e+03,2.908180561959527566e+00
4.384196520999999848e+03,2.938423160042953786e+00
4.384197521000000052e+03,2.969190997742834792e+00
4.384198521000000255e+03,3.000490953011886397e+00
4.384199521000000459e+03,3.032329890656690896e+00
4.384200521000000663e+03,3.064716947103728995e+00
4.384201520999999957e+03,3.097654961363709436e+00
4.384202521000000161e+03,3.131152918411193031e+00
4.384203521000000364e+03,3.165217808934631893e+00
4.384204521000000568e+03,3.199856637684604266e+00
4.384205520999999862e+03,3.235076426545631101e+00
4.384206521000000066e+03,3.270884219920787483e+00
4.384207521000000270e+03,3.307287092157738417e+00
4.384208521000000474e+03,3.344292157886824324e+00
4.384209521000000677e+03,3.381906517238334242e+00
4.384210520999999972e+03,3.420137545161995973e+00
4.384211521000000175e+03,3.458992497259432142e+00
4.384212521000000379e+03,3.498478809967020986e+00
4.384213521000000583e+03,3.538604055204838339e+00
4.384214520999999877e+03,3.579375974062047661e+00
4.384215521000000081e+03,3.620802502470350515e+00
4.384216521000000284e+03,3.662891811112606977e+00
4.384217521000000488e+03,3.705652342700830548e+00
4.384218521000000692e+03,3.749092853569341521e+00
4.384219520999999986e+03,3.793222456845400714e+00
4.384220521000000190e+03,3.838050713309955952e+00
4.384221521000000394e+03,3.883587480996482544e+00
4.384222521000000597e+03,3.929843279622138752e+00
4.384223520999999892e+03,3.976829113398586912e+00
4.384224521000000095e+03,4.024556577029095195e+00
4.384225521000000299e+03,4.073037900998659033e+00
4.384226521000000503e+03,4.122285994043181745e+00
4.384227521000000706e+03,4.172314483192085532e+00
4.384228521000000001e+03,4.223137749323123913e+00
4.384229521000000204e+03,4.274770958221655981e+00
4.384230521000000408e+03,4.327230085575366481e+00
4.384231521000000612e+03,4.380531936107913360e+00
4.384232520999999906e+03,4.434694155465721543e+00
4.384233521000000110e+03,4.489735234878509118e+00
4.384234521000000314e+03,4.545674507360756067e+00
4.384235521000000517e+03,4.602532136111364913e+00
4.384236521000000721e+03,4.660329094173043529e+00
4.384237521000000015e+03,4.719087135521943921e+00
4.384238521000000219e+03,4.778828757925479565e+00
4.384239521000000423e+03,4.839577156965287230e+00
4.384240521000000626e+03,4.901356172601590622e+00
4.384241520999999921e+03,4.964190224443179034e+00
4.384242521000000124e+03,5.028104257314280012e+00
4.384243521000000328e+03,5.093123646929570647e+00
4.384244521000000532e+03,5.159274132758828735e+00
4.384245520999999826e+03,5.226581730094477685e+00
4.384246521000000030e+03,5.295072641898551424e+00
4.384247521000000233e+03,5.364773167068358717e+00
4.384248521000000437e+03,5.435709607444497493e+00
4.384249521000000641e+03,5.507908172344695430e+00
4.384250520999999935e+03,5.581394890506405915e+00
4.384251521000000139e+03,5.656195509072120764e+00
4.384252521000000343e+03,5.732335408597456272e+00
4.384253521000000546e+03,5.809839515954756450e+00
4.384254520999999841e+03,5.888732220544235396e+00
4.384255521000000044e+03,5.969037298465573294e+00
4.384256521000000248e+03,6.050777841258542900e+00
4.384257521000000452e+03,6.133976192790257187e+00
4.384258521000000655e+03,6.218653893789165110e+00
4.384259520999999950e+03,6.304831635047645655e+00
4.384260521000000153e+03,6.392529220187078032e+00
4.384261521000000357e+03,6.481765537435733471e+00
4.384262521000000561e+03,6.572558541514421648e+00
4.384263520999999855e+03,6.664925244866219955e+00
4.384264521000000059e+03,6.758881719826824508e+00
4.384265521000000263e+03,6.854443109098053988e+00
4.384266521000000466e+03,6.951623635896218900e+00
4.384267521000000670e+03,7.050436640712895553e+00
4.384268520999999964e+03,7.150789537609222535e+00
4.384269521000000168e+03,7.252895359013503906e+00
4.384270521000000372e+03,7.356668249912423185e+00
4.384271521000000575e+03,7.462118324572579731e+00
4.384272520999999870e+03,7.569254962574038181e+00
4.384273521000000073e+03,7.678086877873895766e+00
4.384274521000000277e+03,7.788622027990044216e+00
4.384275521000000481e+03,7.900867837493379398e+00
4.384276521000000685e+03,8.014830913926939360e+00
4.384277520999999979e+03,8.130517196517759615e+00
4.384278521000000183e+03,8.247931869832848761e+00
4.384279521000000386e+03,8.367079299877858034e+00
4.384280521000000590e+03,8.487962946666703701e+00
4.384281520999999884e+03,8.610585261177833516e+00
4.384282521000000088e+03,8.734947553918294361e+00
4.384283521000000292e+03,8.861049844598801073e+00
4.384284521000000495e+03,8.988890691929475096e+00
4.384285521000000699e+03,9.118467004387056818e+00
4.384286520999999993e+03,9.249773834849241538e+00
4.384287521000000197e+03,9.382804162577963680e+00
4.384288521000000401e+03,9.517548664082790211e+00
4.384289521000000605e+03,9.653995478949548570e+00
4.384290520999999899e+03,9.792129972695043705e+00
4.384291521000000103e+03,9.931934502272282472e+00
4.384292521000000306e+03,1.007338818645290601e+01
4.384293521000000510e+03,1.021646668781442102e+01
4.384294521000000714e+03,1.036114200855425516e+01
4.384295521000000008e+03,1.050738230465272061e+01
4.384296521000000212e+03,1.065515172269149602e+01
4.384297521000000415e+03,1.080441025935559374e+01
4.384298521000000619e+03,1.095511365674050985e+01
4.384299520999999913e+03,1.110721331492487707e+01
4.384300521000000117e+03,1.126065625049483820e+01
4.384301521000000321e+03,1.141538508154942555e+01
4.384302521000000525e+03,1.157133805017486594e+01
4.384303520999999819e+03,1.172844908062836744e+01
4.384304521000000022e+03,1.188664787170409198e+01
4.384305521000000226e+03,1.204585998729992014e+01
4.384306521000000430e+03,1.220600660130664927e+01
4.384307521000000634e+03,1.236700666028777107e+01
4.384308520999999928e+03,1.252877408079032051e+01
4.384309521000000132e+03,1.269121999486638153e+01
4.384310521000000335e+03,1.285425253811051327e+01
4.384311521000000539e+03,1.301777113084509274e+01
4.384312520999999833e+03,1.318169052058603086e+01
4.384313521000000037e+03,1.334590557624728113e+01
4.384314521000000241e+03,1.351031629745263984e+01
4.384315521000000444e+03,1.367458025026348523e+01
4.384316521000000648e+03,1.383894440624178479e+01
4.384317520999999942e+03,1.400329879569265401e+01
4.384318521000000146e+03,1.416743370675900771e+01
4.384319521000000350e+03,1.433124441002141225e+01
4.384320521000000554e+03,1.449462653317274352e+01
4.384321520999999848e+03,1.465747573526824077e+01
4.384322521000000052e+03,1.481968825670734624e+01
4.384323521000000255e+03,1.498116098655486006e+01
4.384324521000000459e+03,1.514179152439326437e+01
4.384325521000000663e+03,1.530147830617582017e+01
4.384326520999999957e+03,1.546012052079588450e+01
4.384327521000000161e+03,1.561761815088902061e+01
4.384328521000000364e+03,1.577387181317298293e+01
4.384329521000000568e+03,1.592878254542031158e+01
4.384330520999999862e+03,1.608225175224210801e+01
4.384331521000000066e+03,1.623418082699850729e+01
4.384332521000000270e+03,1.638447090521922433e+01
4.384333521000000474e+03,1.653302238865796170e+01
4.384334521000000677e+03,1.667973476710779934e+01
4.384335520999999972e+03,1.682450605522918252e+01
4.384336521000000175e+03,1.696723239235403113e+01
4.384337521000000379e+03,1.710780758672300195e+01
4.384338521000000583e+03,1.724612265446407022e+01
4.384339520999999877e+03,1.738206536058392260e+01
4.384340521000000081e+03,1.751551977331572019e+01
4.384341521000000284e+03,1.764636583994895602e+01
4.384342521000000488e+03,1.777447899685109789e+01
4.384343521000000692e+03,1.789972982202501228e+01
4.384344520999999986e+03,1.802198374083888766e+01
4.384345521000000190e+03,1.814110079509353213e+01
4.384346521000000394e+03,1.825693548285303791e+01
4.384347521000000597e+03,1.836933667964747841e+01
4.384348520999999892e+03,1.847814764679935706e+01
4.384349521000000095e+03,1.858320613465193816e+01
4.384350521000000299e+03,1.868434458448773228e+01
4.384351521000000503e+03,1.878139043522983798e+01
4.384352521000000706e+03,1.887416653617659534e+01
4.384353521000000001e+03,1.896249166764124183e+01
4.384354521000000204e+03,1.904618116923411009e+01
4.384355521000000408e+03,1.912504767374009162e+01
4.384356521000000612e+03,1.919890194345722634e+01
4.384357520999999906e+03,1.926755380400805961e+01
4.384358521000000110e+03,1.933081316725401066e+01
4.384359521000000314e+03,1.938849113962530524e+01
4.384360521000000517e+03,1.944040120009870165e+01
4.384361520999999811e+03,1.948635846093170088e+01
4.384362521000000015e+03,1.952618893117900356e+01
4.384363521000000219e+03,1.955971875486237366e+01
4.384364521000000423e+03,1.958678381945015801e+01
4.384365521000000626e+03,1.960722882049655169e+01
4.384366520999999921e+03,1.962090863303665955e+01
4.384367521000000124e+03,1.962769007781128039e+01
4.384368521000000328e+03,1.962745250436215727e+01
4.384369521000000532e+03,1.962008944650776954e+01
4.384370520999999826e+03,1.960550965967962966e+01
4.384371521000000030e+03,1.958363817376589822e+01
4.384372521000000233e+03,1.955441724287350880e+01
4.384373521000000437e+03,1.951780717881962346e+01
4.384374521000000641e+03,1.947378706248491653e+01
4.384375520999999935e+03,1.942235529028895513e+01
4.384376521000000139e+03,1.936353002982331617e+01
4.384377521000000343e+03,1.929734946872881807e+01
4.384378521000000546e+03,1.922387193871752231e+01
4.384379520999999841e+03,1.914317585770365326e+01
4.384380521000000044e+03,1.905535955114856606e+01
4.384381521000000248e+03,1.896054088135452886e+01
4.384382521000000452e+03,1.885885674273923840e+01
4.384383521000000655e+03,1.875046241118123902e+01
4.384384520999999950e+03,1.863553075493175371e+01
4.384385521000000153e+03,1.851425132002393070e+01
4.384386521000000357e+03,1.838682930017437300e+01
4.384387521000000561e+03,1.825348440666370209e+01
4.384388520999999855e+03,1.811444968407167622e+01
4.384389521000000059e+03,1.796997006845742106e+01
4.384390521000000263e+03,1.782039699268562316e+01
4.384391521000000466e+03,1.766579602776944213e+01
4.384392521000000670e+03,1.750654394964300309e+01
4.384393520999999964e+03,1.734291990466793720e+01
4.384394521000000168e+03,1.717520801086709881e+01
4.384395521000000372e+03,1.700369600021599226e+01
4.384396521000000575e+03,1.682867352189542487e+01
4.384397520999999870e+03,1.665043121565128104e+01
4.384398521000000073e+03,1.646925924849559664e+01
4.384399521000000277e+03,1.628544601860942720e+01
4.384400521000000481e+03,1.609927703069235250e+01
4.384401521000000685e+03,1.591103380499916575e+01
4.384402520999999979e+03,1.572099286774076710e+01
4.384403521000000183e+03,1.552942482607042685e+01
4.384404521000000386e+03,1.533659353305044171e+01
4.384405521000000590e+03,1.514275534069892615e+01
4.384406520999999884e+03,1.494815844650236158e+01
4.384407521000000088e+03,1.475304231737285932e+01
4.384408521000000292e+03,1.455763722527120052e+01
4.384409521000000495e+03,1.436216384464399631e+01
4.384410521000000699e+03,1.416683294386507441e+01
4.384411520999999993e+03,1.397184515293156437e+01
4.384412521000000197e+03,1.377739080436273866e+01
4.384413521000000401e+03,1.358364984523552543e+01
4.384414521000000605e+03,1.339079181200061441e+01
4.384415520999999899e+03,1.319897586443134330e+01
4.384416521000000103e+03,1.300835087448131944e+01
4.384417521000000306e+03,1.281905556141987468e+01
4.384418521000000510e+03,1.263121867827445399e+01
4.384419521000000714e+03,1.244495921946859696e+01
4.384420521000000008e+03,1.226038667824855999e+01
4.384421521000000212e+03,1.207760132389512542e+01
4.384422521000000415e+03,1.189670017672686164e+01
4.384423521000000619e+03,1.171775432945556972e+01
4.384424520999999913e+03,1.154084425549125825e+01
4.384425521000000117e+03,1.136603652790198993e+01
4.384426521000000321e+03,1.119339015267540915e+01
4.384427521000000525e+03,1.102318823541062542e+01
4.384428520999999819e+03,1.085500037865456768e+01
4.384429521000000022e+03,1.068910942982570766e+01
4.384430521000000226e+03,1.052554781135795636e+01
4.384431521000000430e+03,1.036434226940301428e+01
4.384432521000000634e+03,1.020551384826866936e+01
4.384433520999999928e+03,1.004907879949033678e+01
4.384434521000000132e+03,9.895048527823224305e+00
4.384435521000000335e+03,9.743430010362567728e+00
4.384436521000000539e+03,9.594226127847116814e+00
4.384437520999999833e+03,9.447435876022019841e+00
4.384438521000000037e+03,9.303054781231846704e+00
4.384439521000000241e+03,9.161075089619666656e+00
4.384440521000000444e+03,9.021486421424709690e+00
4.384441521000000648e+03,8.884274494333443073e+00
4.384442520999999942e+03,8.749528336961367003e+00
4.384443521000000146e+03,8.617009965520754378e+00
4.384444521000000350e+03,8.486814717748146109e+00
4.384445521000000554e+03,8.358920326518109789e+00
4.384446520999999848e+03,8.233302840309164594e+00
4.384447521000000052e+03,8.109936802086334495e+00
4.384448521000000255e+03,7.988795418732860476e+00
4.384449521000000459e+03,7.869850720304622627e+00
4.384450521000000663e+03,7.753073704512994269e+00
4.384451520999999957e+03,7.638434482666767167e+00
4.384452521000000161e+03,7.525902406147898738e+00
4.384453521000000364e+03,7.415446190082814582e+00
4.384454521000000568e+03,7.307034025174893976e+00
4.384455520999999862e+03,7.200633687040435937e+00
4.384456521000000066e+03,7.096212632653234209e+00
4.384457521000000270e+03,6.993738093888509866e+00
4.384458521000000474e+03,6.893177159248754293e+00
4.384459521000000677e+03,6.794496858613195300e+00
4.384460520999999972e+03,6.697664225498343171e+00
4.384461521000000175e+03,6.602646374725654965e+00
4.384462521000000379e+03,6.509410556050288399e+00
4.384463521000000583e+03,6.417924210839101029e+00
4.384464520999999877e+03,6.328155022005421237e+00
4.384465521000000081e+03,6.240071011278224056e+00
4.384466521000000284e+03,6.153640363440562311e+00
4.384467521000000488e+03,6.068831791313601620e+00
4.384468521000000692e+03,5.985614342843773805e+00
4.384469520999999986e+03,5.903957484360928376e+00
4.384470521000000190e+03,5.823831122719290931e+00
4.384471521000000394e+03,5.745205624387499377e+00
4.384472521000000597e+03,5.668051835367807989e+00
4.384473520999999892e+03,5.592341060557036059e+00
4.384474521000000095e+03,5.518045150199672122e+00
4.384475521000000299e+03,5.445136416223010478e+00
4.384476521000000503e+03,5.373587704910244511e+00
4.384477521000000706e+03,5.303372308761766796e+00
4.384478521000000001e+03,5.234464050905375032e+00
4.384479521000000204e+03,5.166837335198001924e+00
4.384480521000000408e+03,5.100466964206388454e+00
4.384481521000000612e+03,5.035328263808206195e+00
4.384482520999999906e+03,4.971397044255676079e+00
4.384483521000000110e+03,4.908649592160609032e+00
4.384484521000000314e+03,4.847062662332802141e+00
4.384485521000000517e+03,4.786613468482155298e+00
4.384486520999999811e+03,4.727279673869155374e+00
4.384487521000000015e+03,4.669039381370002850e+00
4.384488521000000219e+03,4.611871114099031388e+00
4.384489521000000423e+03,4.555753845014670844e+00
4.384490521000000626e+03,4.500666927085517521e+00
4.384491520999999921e+03,4.446590124563097213e+00
4.384492521000000124e+03,4.393503590922566815e+00
4.384493521000000328e+03,4.341387863226684907e+00
4.384494521000000532e+03,4.290223850734257383e+00
4.384495520999999826e+03,4.239992826908261847e+00
4.384496521000000030e+03,4.190676420922857304e+00
4.384497521000000233e+03,4.142256609978644200e+00
4.384498521000000437e+03,4.094715711522294299e+00
4.384499521000000641e+03,4.048036376062872144e+00
4.384500520999999935e+03,4.002201580351520072e+00
4.384501521000000139e+03,3.957194712561267202e+00
4.384502521000000343e+03,3.912999179676426298e+00
4.384503521000000546e+03,3.869599012391252479e+00
4.384504520999999841e+03,3.826978430701367007e+00
4.384505521000000044e+03,3.785121951940733531e+00
4.384506521000000248e+03,3.744014439811928607e+00
4.384507521000000452e+03,3.703640881497063830e+00
4.384508521000000655e+03,3.663986714214101603e+00
4.384509520999999950e+03,3.625037600086159273e+00
4.384510521000000153e+03,3.586779476195161021e+00
4.384511521000000357e+03,3.549198552796878126e+00
4.384512521000000561e+03,3.512281309580322475e+00
4.384513520999999855e+03,3.476014492480064888e+00
4.384514521000000059e+03,3.440385110828921178e+00
4.384515521000000263e+03,3.405380436816460854e+00
4.384516521000000466e+03,3.370987993806581873e+00
4.384517521000000670e+03,3.337195567102499538e+00
4.384518520999999964e+03,3.303991192058658655e+00
4.384519521000000168e+03,3.271363154605887669e+00
4.384520521000000372e+03,3.239299988344090941e+00
4.384521521000000575e+03,3.207790472198845499e+00
4.384522520999999870e+03,3.176823628139370026e+00
4.384523521000000073e+03,3.146388718772176851e+00
4.384524521000000277e+03,3.116475239697742872e+00
4.384525521000000481e+03,3.087072945554668824e+00
4.384526521000000685e+03,3.058171790227450781e+00
4.384527520999999979e+03,3.029761983363010280e+00
4.384528521000000183e+03,3.001833958474328767e+00
4.384529521000000386e+03,2.974378377130946216e+00
4.384530521000000590e+03,2.947386123188590723e+00
4.384531520999999884e+03,2.920848315349668045e+00
4.384532521000000088e+03,2.894756284009868619e+00
4.384533521000000292e+03,2.869101582655904092e+00
4.384534521000000495e+03,2.843875982925144097e+00
4.384535521000000699e+03,2.819071472237711262e+00
4.384536520999999993e+03,2.794680251496448609e+00
4.384537521000000197e+03,2.770694693392950825e+00
4.384538521000000401e+03,2.747107495120169052e+00
4.384539521000000605e+03,2.723911498190358493e+00
4.384540520999999899e+03,2.701099616906654344e+00
4.384541521000000103e+03,2.678665135243322837e+00
4.384542521000000306e+03,2.656601369241364363e+00
4.384543521000000510e+03,2.634902130910758089e+00
4.384544521000000714e+03,2.613561124546941894e+00
4.384545521000000008e+03,2.592572317034384621e+00
4.384546521000000212e+03,2.571929864617659600e+00
4.384547521000000415e+03,2.551628088439208852e+00
4.384548521000000619e+03,2.531661473204751989e+00
4.384549520999999913e+03,2.512024660989363500e+00
4.384550521000000117e+03,2.492712445421766621e+00
4.384551521000000321e+03,2.473719762450728332e+00
4.384552521000000525e+03,2.455041687758860558e+00
4.384553520999999819e+03,2.436673427313244211e+00
4.384554521000000022e+03,2.418610311335119611e+00
4.384555521000000226e+03,2.400847787844639925e+00
4.384556521000000430e+03,2.383381416210762715e+00
4.384557521000000634e+03,2.366206861021489249e+00
4.384558520999999928e+03,2.349319886248525169e+00
4.384559521000000132e+03,2.332716349685853618e+00
4.384560521000000335e+03,2.316392197939389330e+00
4.384561521000000539e+03,2.300343461699885239e+00
4.384562520999999833e+03,2.284566251574977613e+00
4.384563521000000037e+03,2.269056754322776648e+00
4.384564521000000241e+03,2.253811229727933352e+00
4.384565521000000444e+03,2.238826007833503606e+00
4.384566521000000648e+03,2.224097486734331053e+00
4.384567520999999942e+03,2.209622128682211972e+00
4.384568521000000146e+03,2.195396467401966589e+00
4.384569521000000350e+03,2.181417094027822134e+00
4.384570521000000554e+03,2.167680665793181305e+00
4.384571520999999848e+03,2.154183902838839426e+00
4.384572521000000052e+03,2.140923588657494658e+00
4.384573521000000255e+03,2.127896570873581528e+00
4.384574521000000459e+03,2.115099758932172946e+00
4.384575521000000663e+03,2.102530128306570045e+00
4.384576520999999957e+03,2.090184718363623961e+00
4.384577521000000161e+03,2.078060633281153535e+00
4.384578521000000364e+03,2.066155042358502669e+00
4.384579521000000568e+03,2.054465180082944986e+00
4.384580520999999862e+03,2.042988346100702568e+00
4.384581521000000066e+03,2.031721904907275000e+00
4.384582521000000270e+03,2.020663285625250438e+00
4.384583521000000474e+03,2.009809981137318680e+00
4.384584521000000677e+03,1.999159547441224483e+00
4.384585520999999972e+03,1.988709602674091581e+00
4.384586521000000175e+03,1.978457825999335284e+00
4.384587521000000379e+03,1.968401956503558647e+00
4.384588521000000583e+03,1.958539791959501120e+00
4.384589520999999877e+03,1.948869187754727061e+00
4.384590521000000081e+03,1.939388055341467076e+00
4.384591521000000284e+03,1.930094361882596310e+00
4.384592521000000488e+03,1.920986128894881295e+00
4.384593521000000692e+03,1.912061432096453739e+00
4.384594520999999986e+03,1.903318400531794463e+00
4.384595521000000190e+03,1.894755216829194344e+00
4.384596521000000394e+03,1.886370117416102499e+00
4.384597521000000597e+03,1.878161393073228380e+00
4.384598520999999892e+03,1.870127390964934744e+00
4.384599521000000095e+03,1.862266510244400264e+00
4.384600521000000299e+03,1.854577215047901850e+00
4.384601521000000503e+03,1.847058024757559203e+00
4.384602521000000706e+03,1.839707500396104090e+00
4.384603521000000001e+03,1.832524332185172966e+00
4.384604521000000204e+03,1.825507211038370770e+00
4.384605521000000408e+03,1.818654918935870279e+00
4.384606521000000612e+03,1.811966309105866424e+00
4.384607520999999906e+03,1.805440308331694110e+00
4.384608521000000110e+03,1.799075919072657070e+00
4.384609521000000314e+03,1.792872221429325563e+00
4.384610521000000517e+03,1.786828374769599881e+00
4.384611520999999811e+03,1.780943619451794024e+00
4.384612521000000015e+03,1.775217220970225274e+00
4.384613521000000219e+03,1.769648690538177194e+00
4.384614521000000423e+03,1.764237507204060140e+00
4.384615521000000626e+03,1.758983147533411451e+00
4.384616520999999921e+03,1.753885306798246946e+00
4.384617521000000124e+03,1.748943713850071635e+00
4.384618521000000328e+03,1.744158177014444533e+00
4.384619521000000532e+03,1.739528577637113438e+00
4.384620520999999826e+03,1.735054874309975848e+00
4.384621521000000030e+03,1.730737090560842795e+00
4.384622521000000233e+03,1.726575333888328068e+00
4.384623521000000437e+03,1.722569740435702990e+00
4.384624521000000641e+03,1.718720575426473607e+00
4.384625520999999935e+03,1.715028101752380074e+00
4.384626521000000139e+03,1.711492656912830590e+00
4.384627521000000343e+03,1.708114630048337412e+00
4.384628521000000546e+03,1.704894457334226399e+00
4.384629520999999841e+03,1.701832621223272612e+00
4.384630521000000044e+03,1.698929627139483811e+00
4.384631521000000248e+03,1.696186069704623156e+00
4.384632521000000452e+03,1.693602529316054150e+00
4.384633521000000655e+03,1.691179635364863820e+00
4.384634520999999950e+03,1.688918047542573797e+00
4.384635521000000153e+03,1.686818453630838599e+00
4.384636521000000357e+03,1.684881567559299409e+00
4.384637521000000561e+03,1.683108128229362954e+00
4.384638520999999855e+03,1.681498895892274970e+00
4.384639521000000059e+03,1.680054654181435625e+00
4.384640521000000263e+03,1.678776206940957083e+00
4.384641521000000466e+03,1.677664415677490917e+00
4.384642521000000670e+03,1.676720046264005504e+00
4.384643520999999964e+03,1.675943852911775389e+00
4.384644521000000168e+03,1.675336993116887774e+00
4.384645521000000372e+03,1.674900235516233460e+00
4.384646521000000575e+03,1.674634498028028107e+00
4.384647520999999870e+03,1.674540717242956722e+00
4.384648521000000073e+03,1.674619848597640681e+00
4.384649521000000277e+03,1.674872866667410864e+00
4.384650521000000481e+03,1.675300765452162999e+00
4.384651521000000685e+03,1.675904558097830233e+00
4.384652520999999979e+03,1.676685278423378556e+00
4.384653521000000183e+03,1.677643980379785127e+00
4.384654521000000386e+03,1.678781418807933301e+00
4.384655521000000590e+03,1.680099235521078649e+00
4.384656520999999884e+03,1.681598372639793393e+00
4.384657521000000088e+03,1.683279915881499278e+00
4.384658521000000292e+03,1.685145026451676742e+00
4.384659521000000495e+03,1.687194888220901801e+00
4.384660521000000699e+03,1.689430708167705131e+00
4.384661520999999993e+03,1.691853716862834700e+00
4.384662521000000197e+03,1.694465169020785478e+00
4.384663521000000401e+03,1.697266344099881197e+00
4.384664521000000605e+03,1.700258547010539134e+00
4.384665520999999899e+03,1.703443108912046089e+00
4.384666521000000103e+03,1.706821387980975047e+00
4.384667521000000306e+03,1.710394771094122301e+00
4.384668521000000510e+03,1.714164674077733874e+00
4.384669521000000714e+03,1.718132543697871828e+00
4.384670521000000008e+03,1.722299859027865088e+00
4.384671521000000212e+03,1.726668133167975183e+00
4.384672521000000415e+03,1.731238915107856657e+00
4.384673521000000619e+03,1.736013791808922901e+00
4.384674520999999913e+03,1.740994390443513229e+00
4.384675521000000117e+03,1.746182380835412662e+00
4.384676521000000321e+03,1.751579477943634444e+00
4.384677521000000525e+03,1.757187444887222449e+00
4.384678520999999819e+03,1.763008095529984720e+00
4.384679521000000022e+03,1.769043297562996164e+00
4.384680521000000226e+03,1.775294975671966258e+00
4.384681521000000430e+03,1.781765058049342487e+00
4.384682521000000634e+03,1.788455704155783366e+00
4.384683520999999928e+03,1.795368969504046230e+00
4.384684521000000132e+03,1.802507043827488165e+00
4.384685521000000335e+03,1.809872185782403831e+00
4.384686521000000539e+03,1.817466670127908301e+00
4.384687520999999833e+03,1.825293030958804019e+00
4.384688521000000037e+03,1.833353710919053414e+00
4.384689521000000241e+03,1.841651296536144899e+00
4.384690521000000444e+03,1.850188458508013722e+00
4.384691521000000648e+03,1.858967954673758527e+00
4.384692520999999942e+03,1.867992693240663415e+00
4.384693521000000146e+03,1.877265622403008427e+00
4.384694521000000350e+03,1.886789815676182869e+00
4.384695521000000554e+03,1.896568454593360098e+00
4.384696520999999848e+03,1.906604832381091352e+00
4.384697521000000052e+03,1.916902357778309085e+00
4.384698521000000255e+03,1.927464558857492127e+00
4.384699521000000459e+03,1.938295087982482734e+00
4.384700521000000663e+03,1.949397721993330723e+00
4.384701520999999957e+03,1.960776371465748236e+00
4.384702521000000161e+03,1.972435083744761730e+00
4.384703521000000364e+03,1.984378043914244216e+00
4.384704521000000568e+03,1.996609581698554292e+00
4.384705520999999862e+03,2.009134170095400407e+00
4.384706521000000066e+03,2.021956448227048675e+00
4.384707521000000270e+03,2.035081196354808331e+00
4.384708521000000474e+03,2.048513358440009924e+00
4.384709521000000677e+03,2.062258040278364568e+00
4.384710520999999972e+03,2.076320511982418626e+00
4.384711521000000175e+03,2.090706209971558316e+00
4.384712521000000379e+03,2.105420738190866725e+00
4.384713521000000583e+03,2.120469868731256202e+00
4.384714520999999877e+03,2.135859541566605291e+00
4.384715521000000081e+03,2.151595863511839735e+00
4.384716521000000284e+03,2.167685106018760965e+00
4.384717521000000488e+03,2.184133702271697342e+00
4.384718521000000692e+03,2.200948243010428129e+00
4.384719520999999986e+03,2.218135471351180055e+00
4.384720521000000190e+03,2.235702276566364777e+00
4.384721521000000394e+03,2.253655686589528084e+00
4.384722521000000597e+03,2.272002859554134169e+00
4.384723520999999892e+03,2.290751074119810493e+00
4.384724521000000095e+03,2.309907718794776077e+00
4.384725521000000299e+03,2.329480280000592263e+00
4.384726521000000503e+03,2.349476343273054990e+00
4.384727521000000706e+03,2.369903522588277855e+00
4.384728521000000001e+03,2.390769531248881918e+00
4.384729521000000204e+03,2.412082108347071152e+00
4.384730521000000408e+03,2.433849016261062204e+00
4.384731521000000612e+03,2.456078022876545308e+00
4.384732520999999906e+03,2.478776882752111277e+00
4.384733521000000110e+03,2.501953317468238236e+00
4.384734521000000314e+03,2.525614994823131454e+00
4.384735521000000517e+03,2.549769507271022917e+00
4.384736520999999811e+03,2.574424349244134103e+00
4.384737521000000015e+03,2.599586893578266000e+00
4.384738521000000219e+03,2.625264366536223637e+00
4.384739521000000423e+03,2.651463821785155162e+00
4.384740521000000626e+03,2.678192115208055224e+00
4.384741520999999921e+03,2.705455889964003990e+00
4.384742521000000124e+03,2.733261480915339270e+00
4.384743521000000328e+03,2.761614986530636973e+00
4.384744521000000532e+03,2.790522166003977400e+00
4.384745520999999826e+03,2.819988422514658311e+00
4.384746521000000030e+03,2.850018767091081262e+00
4.384747521000000233e+03,2.880617780319242538e+00
4.384748521000000437e+03,2.911789572326273667e+00
4.384749521000000641e+03,2.943537739405828191e+00
4.384750520999999935e+03,2.975865324086483632e+00
4.384751521000000139e+03,3.008774761825217414e+00
4.384752521000000343e+03,3.042267836252296576e+00
4.384753521000000546e+03,3.076345626705733860e+00
4.384754520999999841e+03,3.111008454223352704e+00
4.384755521000000044e+03,3.146255825214314239e+00
4.384756521000000248e+03,3.182086372293978727e+00
4.384757521000000452e+03,3.218497808005396532e+00
4.384758521000000655e+03,3.255486800759972432e+00
4.384759520999999950e+03,3.293048998103604852e+00
4.384760521000000153e+03,3.331178898682153555e+00
4.384761521000000357e+03,3.369869795955301672e+00
4.384762521000000561e+03,3.409113705437339270e+00
4.384763520999999855e+03,3.448901242599772043e+00
4.384764521000000059e+03,3.489221734635036043e+00
4.384765521000000263e+03,3.529917593096783879e+00
4.384766521000000466e+03,3.571258198096185055e+00
4.384767521000000670e+03,3.613090055468119566e+00
4.384768520999999964e+03,3.655395944878882197e+00
4.384769521000000168e+03,3.698156829294301229e+00
4.384770521000000372e+03,3.741351776097394666e+00
4.384771521000000575e+03,3.784957983083133914e+00
4.384772520999999870e+03,3.828950442262789355e+00
4.384773521000000073e+03,3.873301904286242436e+00
4.384774521000000277e+03,3.917983272836221165e+00
4.384775521000000481e+03,3.962963055265245949e+00
4.384776521000000685e+03,4.008207454848900397e+00
